1 1 235874 235874 486.129 0.2 2.2 0
2 1 179839 179839 492.947 0.285 3.58997 0
3 1 79000.7 79000.7 549.26 0.4125 5.67492 0
4 1 51635.9 47547.3 740.427 0.22125 8.80235 0
5 1 102695 102302 654.242 0.508125 13.4935 90.4272
6 0 11118.7 10188.8 659.757 0.307313 10.2097 90.4272
7 1 45370.8 49137.2 599.857 0.393375 11.617 100.184
8 0 166788 17435.1 1105.46 0.333131 10.6319 100.184
9 0 13637 10984.3 673.68 0.312476 10.2941 100.184
10 0 12242.7 10296 667.842 0.308345 10.2266 100.184
11 0 11392.8 10208.8 661.192 0.307519 10.2131 100.184
12 0 11248.1 10192.5 660.034 0.307354 10.2104 100.184
13 1 11385.5 10196.3 660.308 0.307395 10.211 110.218
14 1 11556 10202.6 660.75 0.307457 10.2121 120.525
15 1 11776.2 10211.9 661.419 0.30755 10.2136 131.275
16 0 11702.5 10205.4 660.948 0.307485 10.2125 131.275
17 1 11855.8 10208.2 661.148 0.307513 10.213 142.223
18 1 12034.6 10212.4 661.453 0.307555 10.2137 153.371
19 1 12190.4 10218.8 661.557 0.307617 10.2147 164.824
20 1 12468.4 10227.1 662.28 0.307712 10.2162 176.381
21 0 12367 10221.4 661.772 0.307646 10.2151 176.381
22 1 12551.3 10224.3 661.986 0.307674 10.2156 188.153
23 1 12768.5 10227.6 662.317 0.307716 10.2163 200.139
24 1 13044.7 10233.1 662.846 0.30778 10.2173 212.455
25 0 12955.9 10229.3 662.468 0.307735 10.2166 212.455
26 1 13157.3 10230.8 662.655 0.307754 10.2169 224.923
27 1 13374.3 10233.4 662.872 0.307783 10.2174 237.578
28 1 13636.2 10237.2 663.223 0.307826 10.2181 250.45
29 1 13965.1 10243.9 663.754 0.30789 10.2191 263.672
