1 1 141545 141545 552.29 0.6 10 0
2 1 106137 106137 558.744 0.515 11.39 0
3 1 47717.6 47717.6 606.4 0.3875 13.4749 0
4 1 84336.2 9391.72 1874.29 0.19625 16.0997 0
5 0 38574.2 16254.2 1318.13 0.330125 14.4132 0
6 0 11548.1 9391.88 681.528 0.27275 15.3514 66.8131
7 0 15994.4 9391.72 738.743 0.186688 16.0997 69.9659
8 0 102368 9391.72 1483 0.246931 15.7736 69.9659
9 0 10478 9391.72 665.357 0.267586 15.4358 69.9659
10 0 10351.9 9391.72 663.304 0.262422 15.5203 71.5017
11 0 18126.5 9391.72 761.409 0.254677 15.6469 72.8321
12 0 11678.1 9391.72 680.744 0.260099 15.5583 72.8321
13 0 11051.6 9391.72 672.445 0.261958 15.5279 72.8321
14 0 11026.5 9391.72 672.11 0.26233 15.5218 72.8321
15 0 10373.6 9391.72 663.359 0.262404 15.5206 72.8321
16 0 10396.1 9391.72 663.42 0.262385 15.5209 74.168
17 0 10420.5 9391.72 663.504 0.262357 15.5213 75.5101
18 0 11116.7 9391.72 672.125 0.262316 15.522 76.8605
19 0 11113.9 9391.72 672.089 0.262345 15.5215 76.8605
20 0 10439.4 9391.72 663.512 0.262355 15.5214 76.8605
21 0 10458.2 9391.72 663.519 0.262352 15.5214 78.2116
22 0 11173.1 9391.72 672.083 0.262349 15.5215 79.5636
23 0 10476.8 9391.72 663.523 0.262351 15.5214 79.5636
24 0 10495.3 9391.72 663.526 0.26235 15.5214 80.9158
25 0 11232.9 9391.72 672.084 0.262348 15.5215 82.2685
26 0 11232.8 9391.72 672.082 0.26235 15.5215 82.2685
27 0 10513.7 9391.72 663.526 0.26235 15.5214 82.2685
28 0 11262.6 9391.72 672.082 0.26235 15.5214 83.6211
29 0 10532 9391.72 663.527 0.26235 15.5214 83.6211
