1 1 196057 192006 934.645 1 22 0
2 1 165965 168475 540.894 0.915 16.0997 28.4645
3 1 141817 143127 542.382 0.7875 16.0997 17.5539
4 1 141117 141348 555.452 0.59625 16.0997 6.79212
5 1 10463.6 10454.5 663.478 0.309375 16.0997 0
6 1 142435 142444 541.877 0.739688 16.0997 1.34778
7 0 63714.3 63723.4 603.827 0.438469 16.0997 1.34778
8 0 22248.6 18355.9 915.87 0.335194 16.0997 1.34778
9 0 11929.3 11419.2 738.416 0.314539 16.0997 1.34778
10 0 10689.3 10619.8 676.148 0.310408 16.0997 1.34778
11 0 10550.9 10485.3 675.151 0.309582 16.0997 1.34778
12 0 10649.8 10518.2 675.597 0.309788 16.0997 3.86286
13 0 10763.5 10568.8 675.328 0.310098 16.0997 6.42255
14 0 10916.2 10645.7 676.329 0.310563 16.0997 8.95534
15 0 11055 10763.5 672.888 0.31126 16.0997 11.5883
16 0 11510.3 10953.2 685.581 0.312305 16.0997 13.8771
17 0 11167.5 10818.4 673.218 0.311573 16.0997 13.8771
18 0 11325.9 10874.7 675.796 0.311887 16.0997 16.1988
19 0 11249.7 10834.9 673.851 0.311668 16.0997 16.1988
20 0 11338.5 10851.6 674.575 0.311762 16.0997 18.5839
21 0 11616.2 10877.6 682.58 0.311903 16.0997 21.0414
22 0 11415.1 10859.3 674.934 0.311804 16.0997 21.0414
23 0 11494.4 10867 675.297 0.311846 16.0997 23.5348
24 0 11782.9 10878.9 682.64 0.31191 16.0997 26.0645
25 0 11570.4 10870.5 675.597 0.311865 16.0997 26.0645
26 0 11645.1 10874.2 675.771 0.311884 16.0997 28.6241
27 0 11952.1 10879.5 682.667 0.311913 16.0997 31.2012
28 0 11942.6 10875.8 682.497 0.311893 16.0997 31.2012
29 0 11712.4 10874.6 675.787 0.311886 16.0997 31.2012
