1 0 0.365891 1.27733 -0.372683 10
1 1 0.304617 1.40213 27.2426 10
1 2 0.378345 1.16533 36.2471 10
1 3 8.17979 0.409967 14.1255 10
1 4 7.62925 0.4123 3.56412 10
1 5 6.57315 0.422528 0.544453 10
1 6 5.20142 0.452838 2.12 10
1 7 4.51599 0.475742 4.73735 10
1 8 3.19936 0.532996 9.07818 10
1 9 2.748 0.469398 10.3044 10
1 10 2.76216 0.387615 8.7562 10
1 11 2.32929 0.36969 7.89631 10
1 12 2.05281 0.359857 7.7369 10
1 13 1.88334 0.325882 7.00455 10
1 14 1.68554 0.303967 6.50492 10
1 15 1.59662 0.27297 5.62111 10
1 16 1.51586 0.26243 5.07528 10
1 17 1.41528 0.250858 4.71791 10
1 18 1.3707 0.250264 4.59013 10
1 19 1.33253 0.24641 4.41646 10
1 20 1.27652 0.249723 4.49871 10
1 21 1.28183 0.243275 4.3404 10
1 22 1.24959 0.24364 4.37605 10
1 23 1.24243 0.239317 4.23446 10
1 24 1.20793 0.243931 4.37135 10
1 25 1.25443 0.230266 3.91705 10
1 26 1.13337 0.253816 4.62259 10
1 27 1.38939 0.199832 2.57057 10
1 28 1.16745 0.239901 3.47361 10
1 29 1.10378 0.253962 4.44099 10
1 30 1.41272 0.194228 2.19341 10
1 31 1.16618 0.233183 3.06483 10
1 32 1.00493 0.273564 4.91546 10
1 33 1.46429 0.184042 1.66711 10
1 34 1.3113 0.206383 1.38014 10
1 35 1.1334 0.236703 2.77156 10
1 36 1.01054 0.266679 4.55604 10
1 37 1.42439 0.181417 1.57873 10
1 38 1.20872 0.215226 2.05898 10
1 39 0.953471 0.280428 4.65695 10
1 40 1.37003 0.186208 2.00468 10
1 41 1.08308 0.238797 3.26522 10
1 42 1 0.257815 4.58123 10
1 43 1.44315 0.17449 1.20033 10
1 44 1.25209 0.203988 1.3196 10
1 45 1.01387 0.256232 3.50985 10
1 46 1.01845 0.248514 4.37337 10
1 47 1.13056 0.217486 3.70022 10
1 48 0.963213 0.261753 5.00569 10
1 49 1.39026 0.173522 1.64417 10
1 50 1.15048 0.210862 2.06156 10
1 51 0.931818 0.267908 4.40726 10
0 52 0.931818 0.267908 4.40726 5
0 53 0.931818 0.267908 4.40726 2.5
0 54 0.931818 0.267908 4.40726 1.25
0 55 0.931818 0.267908 4.40726 0.625
1 56 1.30301 0.184646 2.05125 0.9375
1 57 0.976749 0.254451 3.89556 1.40625
1 58 1.08703 0.221882 3.6676 2.10938
0 59 1.08703 0.221882 3.6676 1.05469
1 60 0.953445 0.257659 4.87095 1.58203
0 61 0.953445 0.257659 4.87095 0.791016
1 62 1.42178 0.165752 1.1609 1.18652
1 63 0.965143 0.251993 3.46209 1.77979
0 64 0.965143 0.251993 3.46209 0.889893
1 65 1.04993 0.228506 3.65179 1.33484
1 66 0.93566 0.264481 5.08305 2.00226
0 67 0.93566 0.264481 5.08305 1.00113
1 68 1.41276 0.16847 1.29666 1.50169
1 69 1.0019 0.239474 3.1 2.25254
1 70 0.897257 0.26971 4.99212 3.37881
0 71 0.897257 0.26971 4.99212 1.68941
0 72 0.897257 0.26971 4.99212 0.844703
1 73 1.44459 0.164367 0.849437 1.26705
1 74 1.11167 0.211737 1.71612 1.90058
1 75 0.768036 0.324923 5.84957 2.85087
0 76 0.768036 0.324923 5.84957 1.42544
0 77 0.768036 0.324923 5.84957 0.712718
1 78 1.19653 0.195634 3.43085 1.06908
1 79 1.02105 0.230704 3.90554 1.60362
0 80 1.02105 0.230704 3.90554 0.801808
1 81 1.06344 0.217788 3.58341 1.20271
1 82 0.925333 0.258232 4.92337 1.80407
0 83 0.925333 0.258232 4.92337 0.902034
0 84 0.925333 0.258232 4.92337 0.451017
1 85 1.20154 0.189458 2.8266 0.676525
1 86 0.97585 0.239994 3.92342 1.01479
0 87 0.97585 0.239994 3.92342 0.507394
1 88 1.12595 0.206394 3.00898 0.761091
1 89 0.97891 0.237495 3.98617 1.14164
0 90 0.97891 0.237495 3.98617 0.570818
0 91 0.97891 0.237495 3.98617 0.285409
1 92 1.10715 0.206644 3.16214 0.428114
1 93 0.96194 0.240869 4.18393 0.64217
0 94 0.96194 0.240869 4.18393 0.321085
1 95 1.17874 0.191728 2.581 0.481628
1 96 0.968823 0.239869 3.82123 0.722442
1 97 1.10545 0.206894 3.08611 1.08366
1 98 0.859455 0.275626 5.23616 1.62549
0 99 0.859455 0.275626 5.23616 0.812747
0 100 0.859455 0.275626 5.23616 0.406373
1 101 1.18677 0.192884 3.043 0.60956
1 102 1.02703 0.223829 3.46526 0.91434
1 103 0.939238 0.248441 4.51077 1.37151
0 104 0.939238 0.248441 4.51077 0.685755
0 105 0.939238 0.248441 4.51077 0.342878
1 106 1.11648 0.202863 3.23526 0.514316
1 107 1.014 0.223975 3.6154 0.771475
0 108 1.014 0.223975 3.6154 0.385737
0 109 1.014 0.223975 3.6154 0.192869
1 110 0.991344 0.229933 4.02165 0.289303
1 111 1.06907 0.210435 3.45451 0.433954
1 112 0.961754 0.238432 4.2596 0.650932
0 113 0.961754 0.238432 4.2596 0.325466
0 114 0.961754 0.238432 4.2596 0.162733
1 115 1.09381 0.206383 3.32411 0.244099
1 116 1.00337 0.226537 3.77217 0.366149
0 117 1.00337 0.226537 3.77217 0.183075
1 118 1.03642 0.218767 3.65415 0.274612
1 119 0.979281 0.23412 4.19385 0.411918
0 120 0.979281 0.23412 4.19385 0.205959
1 121 1.12059 0.200727 3.04044 0.308938
1 122 0.992906 0.229933 3.73295 0.463407
0 123 0.992906 0.229933 3.73295 0.231704
1 124 1.02457 0.2211 3.74525 0.347556
1 125 0.994377 0.230922 4.12448 0.521333
0 126 0.994377 0.230922 4.12448 0.260667
1 127 1.09351 0.207914 3.20232 0.391
1 128 0.973054 0.234859 4.00675 0.5865
0 129 0.973054 0.234859 4.00675 0.29325
0 130 0.973054 0.234859 4.00675 0.146625
1 131 1.07758 0.208508 3.35609 0.219938
1 132 0.959007 0.238192 4.22164 0.329906
0 133 0.959007 0.238192 4.22164 0.164953
1 134 1.103 0.204113 3.21752 0.24743
1 135 1.01278 0.22384 3.62351 0.371145
1 136 1.00528 0.22811 3.88566 0.556717
1 137 1.01459 0.225131 3.97634 0.835075
0 138 1.01459 0.225131 3.97634 0.417538
1 139 1.05656 0.215986 3.54166 0.626306
1 140 0.945082 0.243525 4.49178 0.93946
0 141 0.945082 0.243525 4.49178 0.46973
0 142 0.945082 0.243525 4.49178 0.234865
1 143 1.15452 0.194436 2.89111 0.352297
1 144 0.998271 0.230714 3.62749 0.528446
1 145 0.991144 0.229256 4.03154 0.792669
0 146 0.991144 0.229256 4.03154 0.396335
0 147 0.991144 0.229256 4.03154 0.198167
1 148 1.08103 0.20907 3.29317 0.297251
1 149 0.968286 0.236193 4.0969 0.445876
0 150 0.968286 0.236193 4.0969 0.222938
0 151 0.968286 0.236193 4.0969 0.111469
1 152 1.05724 0.212487 3.58457 0.167204
1 153 0.974706 0.23261 4.15704 0.250805
0 154 0.974706 0.23261 4.15704 0.125403
0 155 0.974706 0.23261 4.15704 0.0627014
1 156 1.04996 0.213612 3.67555 0.094052
1 157 1.001 0.225423 3.94339 0.141078
0 158 1.001 0.225423 3.94339 0.070539
1 159 1.04676 0.213862 3.59572 0.105809
1 160 0.98534 0.229547 4.06388 0.158713
0 161 0.98534 0.229547 4.06388 0.0793564
1 162 1.07474 0.208008 3.38028 0.119035
1 163 0.994909 0.22661 3.83852 0.178552
0 164 0.994909 0.22661 3.83852 0.089276
0 165 0.994909 0.22661 3.83852 0.044638
1 166 1.02468 0.218528 3.77684 0.066957
1 167 1.00016 0.22536 3.99547 0.100435
0 168 1.00016 0.22536 3.99547 0.0502177
1 169 1.0528 0.211758 3.58319 0.0753266
1 170 0.977685 0.231547 4.13632 0.11299
0 171 0.977685 0.231547 4.13632 0.0564949
1 172 1.08123 0.206925 3.36682 0.0847424
1 173 1.01746 0.222986 3.67611 0.127114
1 174 1.01287 0.223777 3.8686 0.19067
0 175 1.01287 0.223777 3.8686 0.0953352
1 176 1.033 0.218465 3.76343 0.143003
0 177 1.033 0.218465 3.76343 0.0715014
1 178 1.0137 0.223569 3.93123 0.107252
0 179 1.0137 0.223569 3.93123 0.0536261
0 180 1.0137 0.223569 3.93123 0.026813
1 181 1.03526 0.217674 3.7883 0.0402195
1 182 1.01146 0.224048 3.96906 0.0603293
0 183 1.01146 0.224048 3.96906 0.0301647
1 184 1.05121 0.214445 3.66072 0.045247
1 185 1.01028 0.223798 3.90901 0.0678705
0 186 1.01028 0.223798 3.90901 0.0339352
0 187 1.01028 0.223798 3.90901 0.0169676
0 188 1.01028 0.223798 3.90901 0.00848381
1 189 1.02266 0.220819 3.90743 0.0127257
1 190 1.02571 0.220111 3.89892 0.0190886
0 191 1.02571 0.220111 3.89892 0.00954429
1 192 1.03633 0.21759 3.76098 0.0143164
1 193 1.01594 0.222527 3.92252 0.0214746
0 194 1.01594 0.222527 3.92252 0.0107373
0 195 1.01594 0.222527 3.92252 0.00536866
1 196 1.03644 0.217278 3.7926 0.00805299
0 197 1.03644 0.217278 3.7926 0.0040265
0 198 1.03644 0.217278 3.7926 0.00201325
1 199 1.02938 0.218903 3.79848 0.00301987
0 200 1.02938 0.218903 3.79848 0.00150994
0 201 1.02938 0.218903 3.79848 0.000754968
1 202 1.03412 0.217611 3.75341 0.00113245
0 203 1.03412 0.217611 3.75341 0.000566226
0 204 1.03412 0.217611 3.75341 0.000283113
0 205 1.03412 0.217611 3.75341 0.000141557
0 206 1.03412 0.217611 3.75341 7.07783e-05
0 207 1.03412 0.217611 3.75341 3.53891e-05
0 208 1.03412 0.217611 3.75341 1.76946e-05
0 209 1.03412 0.217611 3.75341 8.84728e-06
0 210 1.03412 0.217611 3.75341 4.42364e-06
0 211 1.03412 0.217611 3.75341 2.21182e-06
0 212 1.03412 0.217611 3.75341 1.10591e-06
0 213 1.03412 0.217611 3.75341 5.52955e-07
0 214 1.03412 0.217611 3.75341 2.76478e-07
0 215 1.03412 0.217611 3.75341 1.38239e-07
0 216 1.03412 0.217611 3.75341 6.91194e-08
0 217 1.03412 0.217611 3.75341 3.45597e-08
0 218 1.03412 0.217611 3.75341 1.72798e-08
0 219 1.03412 0.217611 3.75341 8.63992e-09
0 220 1.03412 0.217611 3.75341 4.31996e-09
0 221 1.03412 0.217611 3.75341 2.15998e-09
0 222 1.03412 0.217611 3.75341 1.07999e-09
0 223 1.03412 0.217611 3.75341 5.39995e-10
0 224 1.03412 0.217611 3.75341 2.69998e-10
0 225 1.03412 0.217611 3.75341 1.34999e-10
0 226 1.03412 0.217611 3.75341 6.74994e-11
0 227 1.03412 0.217611 3.75341 3.37497e-11
0 228 1.03412 0.217611 3.75341 1.68749e-11
0 229 1.03412 0.217611 3.75341 8.43743e-12
0 230 1.03412 0.217611 3.75341 4.21871e-12
0 231 1.03412 0.217611 3.75341 2.10936e-12
0 232 1.03412 0.217611 3.75341 1.05468e-12
0 233 1.03412 0.217611 3.75341 5.27339e-13
0 234 1.03412 0.217611 3.75341 2.6367e-13
0 235 1.03412 0.217611 3.75341 1.31835e-13
0 236 1.03412 0.217611 3.75341 6.59174e-14
0 237 1.03412 0.217611 3.75341 3.29587e-14
0 238 1.03412 0.217611 3.75341 1.64793e-14
0 239 1.03412 0.217611 3.75341 8.23967e-15
0 240 1.03412 0.217611 3.75341 4.11984e-15
0 241 1.03412 0.217611 3.75341 2.05992e-15
0 242 1.03412 0.217611 3.75341 1.02996e-15
1 243 1.03412 0.217611 3.73264 1.54494e-15
