0 1 0.0578745 10
1 1 0.0536303 10
2 1 0.0508837 10
3 1 0.0468487 10
4 1 0.041711 10
5 1 0.0357363 10
6 1 0.0306711 10
7 1 0.0249281 10
8 1 0.0201388 10
9 1 0.0157922 10
10 1 0.0120875 10
11 1 0.00737736 10
12 1 0.00532715 10
13 1 0.0040925 10
14 1 0.00316429 10
15 1 0.00242873 10
16 1 0.00191522 10
17 1 0.00147778 10
18 1 0.00116615 10
19 1 0.000899276 10
20 1 0.000725042 10
21 1 0.000575869 10
22 1 0.000502109 10
23 1 0.000410196 10
24 1 0.000368079 10
25 1 0.000318647 10
26 1 0.000289737 10
27 1 0.00025866 10
28 1 0.000249573 10
29 1 0.000232462 10
