0 1 0.02358 50
1 1 0.0224159 50
2 1 0.0219488 50
3 1 0.0190095 50
4 1 0.0173596 50
5 1 0.0151081 50
6 1 0.0136799 50
7 1 0.0127024 50
8 1 0.0107209 50
9 1 0.00750307 50
10 1 0.00512144 50
11 1 0.00308757 50
12 1 0.00204118 50
13 1 0.00134701 50
14 1 0.0399569 50
15 1 0.0322908 50
16 1 0.0262582 50
17 1 0.0213767 50
18 1 0.0193514 50
19 1 0.0167043 50
20 1 0.0146989 50
21 1 0.0115446 50
22 1 0.00898813 50
23 1 0.00657385 50
24 1 0.00406213 50
25 1 0.00251255 50
26 1 0.00127001 50
27 1 0.000501276 50
28 1 0.000180289 50
29 1 0.000168627 50
30 0 0.000168627 25
