1 1 235869 235869 484.568 0.2 2.2 0
2 1 179836 179836 491.085 0.285 3.58997 0
3 1 79020.9 79020.9 549.259 0.4125 5.67492 0
4 1 47818.7 47641.6 709.526 0.22125 8.80235 0
5 1 102349 102311 656.143 0.508125 13.4935 5.95255
6 0 10321.9 10192 668.852 0.307313 10.2097 5.95255
7 0 48875.6 49149.7 597.326 0.393375 11.617 7.83771
8 0 29294.8 17456.8 1064.48 0.333131 10.6319 7.83771
9 0 11246.5 10985.9 678.184 0.312476 10.2941 7.83771
10 0 10584.9 10301.3 680.316 0.308345 10.2266 7.83771
11 0 10384.6 10211.3 669.647 0.307519 10.2131 7.83771
12 0 10454.4 10231.9 670.546 0.307726 10.2165 9.80245
13 0 10646.1 10265 678.677 0.308035 10.2215 11.857
14 0 10512.5 10241.5 670.996 0.307819 10.218 11.857
15 0 10574.3 10251.3 671.488 0.307911 10.2195 13.9566
16 0 10772.5 10266.7 678.827 0.308051 10.2218 16.1055
17 0 10752.4 10255.9 678.334 0.307953 10.2202 16.1055
18 0 10622.2 10252.2 671.534 0.30792 10.2196 16.1055
19 0 10670.4 10253.2 671.576 0.307928 10.2198 18.2588
20 0 10872 10254.5 678.284 0.307941 10.22 20.4165
21 0 10717.8 10253.6 671.597 0.307932 10.2198 20.4165
22 0 10765.4 10254 671.618 0.307936 10.2199 22.5762
23 0 10994.3 10254.6 678.286 0.307941 10.22 24.738
24 0 10812.6 10254.2 671.627 0.307937 10.2199 24.738
25 0 10859.8 10254.3 671.637 0.307939 10.2199 26.9007
26 0 11116.8 10254.6 678.288 0.307942 10.22 29.0643
27 0 11116.4 10254.4 678.28 0.30794 10.22 29.0643
28 0 10906.6 10254.4 671.637 0.307939 10.2199 29.0643
29 0 10953.5 10254.4 671.638 0.307939 10.2199 31.2281
