1 0.8
2 0.300014
3 0.650004
4 0.770001
5 0.794
1 0.8
2 0.300014
3 0.650004
4 0.770001
5 0.794
1 0.5
2 0.117131
3 0.385139
4 0.477028
5 0.495406
6 0.499081
1 0.5
2 0.117131
3 0.396581
4 0.46164
1 0.5
2 0.117131
3 0.174338
4 0.08
5 0.92
6 0.08
7 0.547671
8 0.92
9 0.08
10 0.08
11 0.92
12 0.721956
13 0.208391
14 0.105678
15 0.0851357
16 0.0810271
17 0.0802054
18 0.0800411
19 0.0800082
20 0.0800016
21 0.0800003
22 0.0800001
1 0.5
2 0.532925
3 0.38221
4 0.117408
5 0.08
6 0.08
1 0.5
2 0.532925
3 0.38221
4 0.117408
5 0.08
6 0.08
7 0.08
8 0.08
9 0.92
10 0.770054
11 0.770054
12 0.875016
13 0.911003
14 0.918201
15 0.91964
16 0.919928
17 0.919986
18 0.919997
19 0.919999
20 0.92
21 0.92
22 0.92
23 0.92
