1 1 237135 237135 488.277 6 10 0
1 1 141545 141545 552.29 0.6 10 0
2 1 106135 106135 560.141 0.515 11.39 0
3 1 47706.6 47706.6 606.402 0.3875 13.4749 0
4 1 1.16308e+06 9391.72 2169 0.19625 16.0997 0
5 0 249051 16242.3 1332.36 0.330125 14.4132 0
6 0 42287.9 42287.9 624.142 0.376025 13.6626 0
7 1 35581.3 35581.3 602.757 0.36455 13.8502 0
8 1 24409.7 24409.7 617.596 0.347337 14.1317 0
9 1 174595 13216 1218.12 0.321519 14.5539 0
10 0 20360.9 20352.7 654.041 0.339592 14.2583 0
11 1 160399 16916 1181.67 0.331846 14.385 4.04138
12 0 28603 19262.1 782.7 0.337268 14.2963 4.04138
13 0 20500.4 20126.9 673.585 0.339127 14.2659 4.04138
14 0 20367.1 20307.3 657.616 0.339499 14.2599 4.04138
15 1 20459.5 20261.7 661.395 0.339406 14.2614 11.6573
16 1 20743.8 20194.6 667.319 0.339267 14.2637 23.0527
17 0 20630.7 20241.6 663.137 0.339364 14.2621 23.0527
18 1 20872.2 20221.5 664.91 0.339322 14.2628 36.1898
19 1 21247.1 20191.2 667.624 0.33926 14.2638 51.0993
20 0 21139.1 20212.5 665.717 0.339304 14.2631 51.0993
21 1 21444.5 20203.4 666.53 0.339285 14.2634 66.8162
22 1 21827.8 20189.7 667.762 0.339256 14.2638 83.3462
23 0 21750.4 20199.3 666.898 0.339276 14.2635 83.3462
24 1 22075.2 20195.2 667.267 0.339268 14.2636 100.244
25 1 22442.4 20189 667.824 0.339255 14.2639 117.511
26 1 22879.7 20179.8 668.663 0.339236 14.2642 135.335
27 0 22795.8 20186.3 668.075 0.339249 14.2639 135.335
28 1 23162.9 20183.5 668.326 0.339244 14.264 153.41
29 1 23566.6 20179.4 668.705 0.339235 14.2642 171.736
