0 1 0.300118 -0.14811 0 10
1 1 0.27794 -0.148098 0 10
2 1 0.261662 -0.147791 0 10
3 1 0.217604 -0.145722 0 10
4 1 0.186626 -0.142354 0 10
5 1 0.152554 -0.135485 0 10
6 1 0.125785 -0.128198 0 10
7 1 0.0983609 -0.12006 0 10
8 1 0.0713967 -0.112207 0 10
9 1 0.0552111 -0.100759 0 10
10 1 0.0495026 -0.0890122 0 10
11 1 0.0465757 -0.0791521 0 10
12 1 0.04214 -0.0765683 0 10
13 1 0.035301 -0.0757637 0 10
14 1 0.0312006 -0.071258 0 10
15 1 0.0294156 -0.0700754 0 10
16 1 0.0290659 -0.0703545 0 10
17 1 0.0264828 -0.0678249 0 10
18 1 0.0255767 -0.0682493 0 10
19 1 0.024624 -0.0681786 0 10
20 1 0.0229319 -0.0700754 0 10
21 1 0.0231409 -0.0735278 0 10
22 1 0.02129 -0.0728436 0 10
23 1 0.0204812 -0.0750222 0 10
24 1 0.019364 -0.0782961 0 10
25 1 0.0185878 -0.080068 0 10
26 1 0.0182482 -0.0849334 0 10
27 1 0.0172008 -0.0861216 0 10
28 1 0.0163317 -0.0895579 0 10
29 1 0.0164012 -0.0930723 0 10
