1 1 141545 141545 552.29 0.6 10 0
2 1 106137 106137 558.744 0.515 11.39 0
3 1 47717.6 47717.6 606.4 0.3875 13.4749 0
4 1 9391.72 9391.72 1874.29 0.19625 16.0997 0
5 1 1.36646e+06 9391.72 2866.91 0.15 16.0997 612.146
6 0 1.36646e+06 9391.72 2866.91 0.15 16.0997 612.146
7 0 85353 9391.72 774.09 0.179038 16.0997 612.146
8 0 1.31367e+06 9391.72 2584.58 0.161825 15.8182 674.191
9 0 224564 9391.72 969.157 0.173874 16.0152 674.191
10 0 111184 9391.72 800.984 0.178005 16.0828 674.191
11 0 98198.1 9391.72 781.723 0.178831 16.0963 674.191
12 0 92632.6 9391.72 773.468 0.178996 16.099 674.191
13 0 99515.1 9391.72 772.463 0.178955 16.0983 735.925
14 0 115321 9391.72 782.884 0.178893 16.0973 797.156
