0 1 0.02358 -0.04036 0 50
1 1 0.0224159 -0.0403598 0 50
2 1 0.0219488 -0.0403586 0 50
3 1 0.0190095 -0.0403595 0 50
4 1 0.0173596 -0.040359 0 50
5 1 0.0151081 -0.04036 0 50
6 1 0.0136799 -0.0403571 0 50
7 1 0.0127024 -0.040356 0 50
8 1 0.0107209 -0.0403484 0 50
9 1 0.00750307 -0.0403586 0 50
10 1 0.00512144 -0.0403583 0 50
11 1 0.00308757 -0.040356 0 50
12 1 0.00204118 -0.0403388 0 50
13 1 0.00134701 -0.0402808 0 50
14 1 0.0399569 -0.040138 0 50
15 1 0.0322908 -0.0401668 0 50
16 1 0.0262582 -0.0401612 0 50
17 1 0.0213767 -0.0401936 0 50
18 1 0.0193514 -0.0402184 0 50
19 1 0.0167043 -0.0402346 0 50
20 1 0.0146989 -0.0402754 0 50
21 1 0.0115446 -0.040324 0 50
22 1 0.00898813 -0.0403552 0 50
23 1 0.00657385 -0.04036 0 50
24 1 0.00406213 -0.040351 0 50
25 1 0.00251255 -0.040333 0 50
26 1 0.00127001 -0.0402878 0 50
27 1 0.000501276 -0.0402772 0 50
28 1 0.000180289 -0.0403096 0 50
29 1 0.000168627 -0.0403319 0 50
30 0 0.000174758 -0.0399758 0 25
