0 1 0.00238015 50
1 1 0.000742664 50
2 1 0.000135859 50
3 1 0.000106817 50
4 1 8.86041e-05 50
5 1 7.62131e-05 50
6 1 9.86067e-05 50
7 1 9.7647e-05 50
8 1 0.000101551 50
9 1 8.36573e-05 50
10 1 8.51784e-05 50
11 1 8.18342e-05 50
12 0 8.18342e-05 25
13 1 7.61346e-05 25
14 1 7.30336e-05 25
15 1 7.31296e-05 25
16 1 7.10135e-05 25
17 1 7.35878e-05 25
18 1 7.14455e-05 25
19 1 7.09117e-05 25
20 1 7.54514e-05 25
21 1 5.77664e-05 25
22 1 6.10127e-05 25
23 1 6.47506e-05 25
24 1 5.76724e-05 25
25 1 5.56569e-05 25
26 1 6.25887e-05 25
27 1 5.18011e-05 25
28 1 5.5694e-05 25
29 1 4.80502e-05 25
30 1 5.00012e-05 25
31 1 5.11496e-05 25
32 1 5.02748e-05 25
