0 1 -15.7157 12.2578 1.08231 -25.8461 10
1 1 32.755 2.59182 1.44728 20.8413 10
2 0 32.755 2.59182 1.44728 20.8413 5
3 1 65.2869 2.59219 1.43505 43.688 7.5
4 0 65.2869 2.59219 1.43505 43.688 3.75
5 1 79.9712 2.7749 1.41154 54.6895 5.625
6 1 83.3849 2.87799 1.36691 58.8969 8.4375
7 0 83.3849 2.87799 1.36691 58.8969 4.21875
8 1 79.7648 3.15334 1.29581 59.1225 6.32812
9 0 79.7648 3.15334 1.29581 59.1225 3.16406
10 0 79.7648 3.15334 1.29581 59.1225 1.58203
11 0 79.7648 3.15334 1.29581 59.1225 0.791016
12 0 79.7648 3.15334 1.29581 59.1225 0.395508
13 0 79.7648 3.15334 1.29581 59.1225 0.197754
14 0 79.7648 3.15334 1.29581 59.1225 0.098877
15 0 79.7648 3.15334 1.29581 59.1225 0.0494385
16 1 78.6074 3.49604 1.28507 58.4492 0.0741577
17 0 78.6074 3.49604 1.28507 58.4492 0.0370789
18 1 77.7665 3.54276 1.2797 58.0009 0.0556183
19 0 77.7665 3.54276 1.2797 58.0009 0.0278091
20 1 77.5602 4.12552 1.27674 57.5174 0.0417137
21 1 76.352 4.17335 1.27303 56.6982 0.0625706
22 1 75.7599 4.03416 1.27026 56.4656 0.0938559
23 1 76.2877 4.83904 1.26489 56.4862 0.140784
24 0 76.2877 4.83904 1.26489 56.4862 0.0703919
25 0 76.2877 4.83904 1.26489 56.4862 0.0351959
26 0 76.2877 4.83904 1.26489 56.4862 0.017598
27 1 75.9458 4.87891 1.26341 56.2503 0.026397
28 0 75.9458 4.87891 1.26341 56.2503 0.0131985
29 0 75.9458 4.87891 1.26341 56.2503 0.00659924
30 0 75.9458 4.87891 1.26341 56.2503 0.00329962
31 0 75.9458 4.87891 1.26341 56.2503 0.00164981
32 0 75.9458 4.87891 1.26341 56.2503 0.000824905
33 0 75.9458 4.87891 1.26341 56.2503 0.000412453
34 0 75.9458 4.87891 1.26341 56.2503 0.000206226
35 0 75.9458 4.87891 1.26341 56.2503 0.000103113
36 0 75.9458 4.87891 1.26341 56.2503 5.15566e-05
37 0 75.9458 4.87891 1.26341 56.2503 2.57783e-05
38 0 75.9458 4.87891 1.26341 56.2503 1.28891e-05
39 0 75.9458 4.87891 1.26341 56.2503 6.44457e-06
40 0 75.9458 4.87891 1.26341 56.2503 3.22229e-06
41 0 75.9458 4.87891 1.26341 56.2503 1.61114e-06
42 0 75.9458 4.87891 1.26341 56.2503 8.05571e-07
43 0 75.9458 4.87891 1.26341 56.2503 4.02786e-07
44 0 75.9458 4.87891 1.26341 56.2503 2.01393e-07
45 0 75.9458 4.87891 1.26341 56.2503 1.00696e-07
46 0 75.9458 4.87891 1.26341 56.2503 5.03482e-08
47 0 75.9458 4.87891 1.26341 56.2503 2.51741e-08
48 0 75.9458 4.87891 1.26341 56.2503 1.25871e-08
49 0 75.9458 4.87891 1.26341 56.2503 6.29353e-09
50 0 75.9458 4.87891 1.26341 56.2503 3.14676e-09
51 0 75.9458 4.87891 1.26341 56.2503 1.57338e-09
52 0 75.9458 4.87891 1.26341 56.2503 7.86691e-10
53 0 75.9458 4.87891 1.26341 56.2503 3.93345e-10
54 0 75.9458 4.87891 1.26341 56.2503 1.96673e-10
55 0 75.9458 4.87891 1.26341 56.2503 9.83363e-11
56 0 75.9458 4.87891 1.26341 56.2503 4.91682e-11
57 0 75.9458 4.87891 1.26341 56.2503 2.45841e-11
58 0 75.9458 4.87891 1.26341 56.2503 1.2292e-11
59 0 75.9458 4.87891 1.26341 56.2503 6.14602e-12
60 0 75.9458 4.87891 1.26341 56.2503 3.07301e-12
61 0 75.9458 4.87891 1.26341 56.2503 1.53651e-12
62 0 75.9458 4.87891 1.26341 56.2503 7.68253e-13
63 0 75.9458 4.87891 1.26341 56.2503 3.84126e-13
64 0 75.9458 4.87891 1.26341 56.2503 1.92063e-13
65 0 75.9458 4.87891 1.26341 56.2503 9.60316e-14
66 0 75.9458 4.87891 1.26341 56.2503 4.80158e-14
67 0 75.9458 4.87891 1.26341 56.2503 2.40079e-14
68 0 75.9458 4.87891 1.26341 56.2503 1.20039e-14
69 0 75.9458 4.87891 1.26341 56.2503 6.00197e-15
70 0 75.9458 4.87891 1.26341 56.2503 3.00099e-15
71 0 75.9458 4.87891 1.26341 56.2503 1.50049e-15
72 0 75.9458 4.87891 1.26341 56.2503 7.50247e-16
73 0 75.9458 4.87891 1.26341 56.2503 3.75123e-16
74 0 75.9458 4.87891 1.26341 56.2503 1.87562e-16
75 0 75.9458 4.87891 1.26341 56.2503 9.37808e-17
76 0 75.9458 4.87891 1.26341 56.2503 4.68904e-17
77 0 75.9458 4.87891 1.26341 56.2503 2.34452e-17
78 0 75.9458 4.87891 1.26341 56.2503 1.17226e-17
79 0 75.9458 4.87891 1.26341 56.2503 5.8613e-18
80 0 75.9458 4.87891 1.26341 56.2503 2.93065e-18
