0 1 0.017434 10
1 1 0.0149315 10
2 1 0.0135285 10
3 1 0.0119907 10
4 1 0.0105537 10
5 1 0.00875403 10
6 1 0.0074015 10
7 1 0.00597548 10
8 1 0.00470761 10
9 1 0.00380118 10
10 1 0.00308343 10
11 1 0.002534 10
12 1 0.00208964 10
13 1 0.00168805 10
14 1 0.00145727 10
15 1 0.00119356 10
16 1 0.0010028 10
17 1 0.000818532 10
18 1 0.000778684 10
19 1 0.000679792 10
20 1 0.000566744 10
21 1 0.000517427 10
22 1 0.000429911 10
23 0 0.000429911 5
24 0 0.000429911 2.5
25 0 0.000429911 1.25
26 0 0.000429911 0.625
27 0 0.000429911 0.3125
28 0 0.000429911 0.15625
29 1 0.000415253 0.234375
