1 7	
	0.2	0.3	0.4	0.5	0.6
	0.7	0.8	
2 7	
	0.08	0.1319496135	0.3220605469	0.4368995185	0.5456595203
	0.6711589899	0.92	
3 7	
	0.08	0.2853273853	0.08	0.08	0.3797087305
	0.92	0.2763369682	
4 7	
	0.08	0.177962945	0.09706054685	0.3210581814	0.4958742833
	0.7990036215	0.7269010905	
5 7	
	0.08	0.1411522798	0.2770605469	0.4137312511	0.5357024729
	0.6967279162	0.8813802181	
6 7	
	0.08	0.1203326993	0.242587501	0.3687312511	0.5239290359
	0.6791396396	0.8947179664	
7 7	
	0.08	0.1349064057	0.2667186331	0.4002312511	0.5321704418
	0.6914514332	0.8853815426	
8 7	
	0.08	0.1271578149	0.2560911539	0.3867312511	0.5249849663
	0.6869504191	0.8859008161	
9 7	
	0.08	0.1325818285	0.2635303893	0.3961812511	0.5300147991
	0.690101129	0.8855373247	
10 7	
	0.08	0.1302156315	0.2603961231	0.392268602	0.5275262885
	0.688226639	0.8855637722	
11 7	
	0.08	0.1318719694	0.2625901094	0.3950074564	0.5292682459
	0.689538782	0.8855452589	
12 7	
	0.08	0.131166055	0.2616582664	0.3938513955	0.5285193402
	0.688982027	0.8855428916	
13 7	
	0.08	0.1300911364	0.260291021	0.3921585643	0.5274044155
	0.6881721062	0.8855165254	
14 7	
	0.08	0.1308435794	0.2612480928	0.3933435462	0.5281848628
	0.6887390507	0.8855349817	
15 7	
	0.08	0.1305215894	0.2608403908	0.3928403253	0.5278519997
	0.6884991177	0.8855254011	
16 7	
	0.08	0.1300439088	0.2602296174	0.3920809384	0.527353171
	0.6881405391	0.8855093648	
17 7	
	0.08	0.1293290312	0.2593235613	0.390959899	0.526611874
	0.6876092715	0.885480713	
18 7	
	0.08	0.1298294455	0.2599578005	0.3917446266	0.5271307819
	0.6879811588	0.8855007692	
19 7	
	0.08	0.129617692	0.2596893484	0.3914119595	0.5269097397
	0.6878232282	0.885491885	
20 7	
	0.08	0.1293021749	0.259289491	0.3909165807	0.5265795131
	0.6875878292	0.8854773317	
21 7	
	0.08	0.1288247525	0.2586883625	0.3901792046	0.5260871456
	0.6872402729	0.8854526712	
22 7	
	0.08	0.1291589482	0.2591091525	0.3906953678	0.5264318029
	0.6874835623	0.8854699335	
23 7	
	0.08	0.129015841	0.2589292243	0.390476457	0.5262846395
	0.687378961	0.8854623724	
24 7	
	0.08	0.1288013615	0.2586603219	0.3901495218	0.5260644301
	0.687222445	0.8854501073	
25 7	
	0.08	0.128480064	0.2582586118	0.3896633769	0.5257358161
	0.6869895536	0.8854312145	
26 7	
	0.08	0.1279982469	0.2576577232	0.3889303764	0.5252417872
	0.6866406724	0.8854018186	
27 7	
	0.08	0.127279044	0.2567644802	0.3878376327	0.524499058
	0.6861278371	0.8853551288	
28 7	
	0.08	0.1262105927	0.2554291092	0.3861288572	0.523362034
	0.6853524222	0.8852761221	
29 7	
	0.08	0.1246252742	0.2533051882	0.3833979835	0.5216948846
	0.6842397331	0.8851406506	
