1 0.5
2 0.08
3 0.08
4 0.431714
5 0.418992
6 0.425353
7 0.431078
8 0.43788
9 0.612204
10 0.525042
11 0.446597
12 0.461106
13 0.567282
14 0.514194
15 0.466415
16 0.472221
17 0.504997
18 0.626802
19 0.5659
20 0.511087
21 0.516094
22 0.51359
23 0.511337
24 0.511586
25 0.511462
26 0.51135
27 0.511362
28 0.511356
29 0.51135
30 0.51135
31 0.51135
32 0.51135
33 0.511352
34 0.511351
35 0.51135
36 0.51135
37 0.511351
38 0.511351
39 0.511351
40 0.511352
41 0.511351
42 0.511351
43 0.511351
44 0.511351
45 0.511352
46 0.511352
47 0.511351
48 0.511351
49 0.511352
