1 0.3
2 0.08
3 0.08
4 0.08
5 0.351551
6 0.215776
7 0.0935776
8 0.141107
9 0.753969
10 0.447538
11 0.17175
12 0.21032
13 0.30071
14 0.255515
15 0.214839
16 0.2184
17 0.230354
18 0.239731
19 0.235042
20 0.230822
21 0.231211
22 0.231017
23 0.230842
24 0.230861
25 0.230852
26 0.230843
27 0.230844
28 0.230843
29 0.230843
30 0.230843
31 0.230843
32 0.230843
33 0.230843
34 0.230843
35 0.230843
36 0.230843
37 0.230843
38 0.230843
39 0.230843
40 0.230843
41 0.230843
42 0.230843
43 0.230843
44 0.230843
45 0.230843
46 0.230843
47 0.230843
48 0.230843
49 0.230843
