0 1 0.0105964 -0.1 0 50
1 1 0.00621955 -0.0999815 0 50
2 1 0.00316678 -0.099975 0 50
3 1 0.00220595 -0.1 0 50
4 1 0.00152898 -0.0999998 0 50
5 1 0.00111143 -0.0999698 0 50
6 1 0.000925452 -0.099926 0 50
7 1 0.00075778 -0.0998536 0 50
8 1 0.000656267 -0.0997376 0 50
9 1 0.000585571 -0.099604 0 50
10 1 0.000532983 -0.0993395 0 50
11 1 0.000497892 -0.099014 0 50
12 1 0.000420516 -0.0986087 0 50
13 1 0.000365226 -0.0980728 0 50
14 0 0.000373159 -0.0974092 0 25
15 0 0.000376543 -0.0977438 0 12.5
16 0 0.000396492 -0.0978378 0 6.25
17 0 0.000394814 -0.0978932 0 3.125
18 0 0.000394814 -0.0978932 0 1.5625
19 0 0.000394814 -0.0978932 0 0.78125
20 0 0.000394536 -0.0979115 0 0.390625
21 0 0.00039589 -0.0979388 0 0.195312
22 0 0.000396823 -0.0979479 0 0.0976562
23 0 0.000398 -0.097966 0 0.0488281
24 0 0.000399977 -0.097984 0 0.0244141
25 0 0.000399977 -0.097984 0 0.012207
