1 0.4
2 0.08
3 0.08
4 0.246905
5 0.92
6 0.566861
7 0.630411
8 0.460463
9 0.579426
10 0.620214
11 0.628371
12 0.626041
13 0.622444
14 0.616934
15 0.60809
16 0.599187
17 0.599187
18 0.599187
19 0.599187
20 0.599187
21 0.599187
22 0.599187
23 0.599187
24 0.599187
25 0.599187
26 0.599187
27 0.599187
28 0.599187
29 0.599187
30 0.599187
31 0.599187
32 0.599187
33 0.599187
34 0.599186
35 0.599186
36 0.599186
37 0.599186
38 0.599185
39 0.599185
40 0.599184
41 0.599182
42 0.59918
43 0.599177
44 0.599172
45 0.599165
46 0.599154
47 0.599138
48 0.599113
49 0.599076
